Transaction Search - Company
BMO - Mastercard, Statement Period 05/06/2026 to 06/05/2026

Posting Date   Tran Date        Account                        Supplier       Amount USD
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl P91ns8ai3   $    32.00
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf7xx98l0   $    38.06
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Xt6ic1cz3   $    39.03
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Mv8zx3rx3   $    45.87
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 5e8kq92s3   $    80.74
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Zj8tt6jf3   $   177.08
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Q59wy6om3   $   286.67
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Nr8151n53     $   486.50
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf7tl8bi0   $   581.94
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-3871   Fareway Meat And Groce   $   113.89
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9410   Liberty Doors            $    90.00
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285    $    53.80
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-7670   Wal-Mart #1721           $    14.19
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9161   Hy-Vee Iowa City 1285    $     9.75
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $   200.88
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9782   Fareway Meat And Groce   $    52.31
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5669   Harden Bros Propane In   $    110.94
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Wv3lu1kp3   $     15.96
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-5173   Amazon Mktplace Pmts     $     (24.99)
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9167   Amazon.Com W41ez6hg3     $     49.32
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 3j0ao5fr3     $     12.43
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon.Com S50z78dn3     $     20.78
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Rv8is9p03   $     23.76
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Gl15q1r83   $     24.44
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl T35fu3z73   $     25.98
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Sy4929qm3   $     85.82
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon.Com N31ok5x83     $   1,553.93
5/19/2026   5/19/2026 XXXX-XXXX-XXXX-9219   Veo Technologies Inc.    $    240.13
5/20/2026   5/10/2026 XXXX-XXXX-XXXX-2619   Gaylord Inn Opryland F   $     25.72
5/20/2026   5/18/2026 XXXX-XXXX-XXXX-4247   Van Meter Inc - Iowa C   $     17.32
5/20/2026   5/18/2026 XXXX-XXXX-XXXX-2589   Chick-Fil-A #03572       $     56.20
5/20/2026   5/18/2026 XXXX-XXXX-XXXX-2589   Paypal Fluffypoms        $    832.50
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Iowa City 1288    $     18.68
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Iowa City 1285    $     54.54
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Cd5308lu3     $     31.71
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-3556   Wal-Mart #1721           $     15.94
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Z65ux5yb3   $       9.44
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 8e42e57d3   $     42.23
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Qz44c8zo3   $     49.20
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ow83l9mw3   $     64.49
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Walmart.Com              $    100.99
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Eo1cc8lz3   $    235.17
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Pc2zz15h3   $    279.99
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ak55m1xa3   $    470.40
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $     67.46
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $    (109.80)
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $    109.80
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-7634   Nichols Controls &supp   $       8.51
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-9584   Www Schoolmate Com       $    476.00
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-1390   Wal-Mart #2827           $     49.70
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-5372   Blinds.Com #2150         $    731.43
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-1909   Sq Donutland             $     70.32
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-7670   Ollies Bargain Outlet    $       5.29
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-2589   Walgreens #5977          $       4.76
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-2589   Copyworks Coralville     $       7.09
5/20/2026   5/19/2026 XXXX-XXXX-XXXX-6054   Pirate Ship Postage      $     36.17
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-0134   Brycer, Llc              $     21.00
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Jk39s6gz3   $     20.89
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Lf50d22s3   $     56.36
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Pc7dl6m63     $     59.88
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon.Com X86ik6gc3     $     94.13
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl L18ha5cg3   $    242.76
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl F12ql2pa3   $    428.48
5/20/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ot2x953m3   $   1,043.79
5/21/2026   5/19/2026 XXXX-XXXX-XXXX-5173   Burger King #6104 Q07    $       8.68
5/21/2026   5/19/2026 XXXX-XXXX-XXXX-5420   Caseys #3384             $     21.83
5/21/2026   5/19/2026 XXXX-XXXX-XXXX-9999   Van Meter Inc - Iowa C   $     32.57
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $     (18.99)
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6083   Sp Andymark Inc.         $     29.31
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-2093   Wal-Mart #2827           $     34.43
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-3697   Subway 28736             $    750.00
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-4783   Ups 1z3ftd450309561033   $     15.81
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 5116m8lw3   $    153.62
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-5203   Glynns Creek Golf Cour   $    150.00
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-4706   Bp#2137700westside Qps   $     40.85
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-4706   Midway Van Rental        $    140.49
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-1199   Awards Program Service   $    160.00
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-9774   Walmart.Com              $    111.06
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-0891   Wal-Mart #2827           $       3.34
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-0891   Wal-Mart #2827           $     25.00
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-7670   Wm Supercenter #1721     $       9.14
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-9041   Hcm Shademaster Nurser   $    336.19
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $    334.80
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6938   Jimmy Johns - 279 Moto   $    108.10
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6938   Iccaevents               $    177.00
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6938   Jimmy Johns - 279 Moto   $    249.37
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6938   Elite Sportswear         $    347.26
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-5669   Tropical Smoothie Cafe   $     92.28
5/21/2026   5/20/2026 XXXX-XXXX-XXXX-6054   Hy-Vee Coralville 1080   $    576.67
5/21/2026   5/21/2026 XXXX-XXXX-XXXX-2309   Vwr International Inc    $    870.95
5/21/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl L49fu6lr3   $    238.59
5/21/2026   5/21/2026 XXXX-XXXX-XXXX-6054   Dd Doordash Pandaexpr    $     20.89
5/22/2026   5/20/2026 XXXX-XXXX-XXXX-9999   Van Meter Inc - Iowa C   $     77.20
5/22/2026   5/20/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1927          $     86.07
5/22/2026   5/20/2026 XXXX-XXXX-XXXX-9219   Kwik Star #1016          $     34.05
5/22/2026   5/20/2026 XXXX-XXXX-XXXX-9219   Kwik Star #1927          $     65.80
5/22/2026   5/20/2026 XXXX-XXXX-XXXX-0021   Music Theatre Intl       $   4,850.17
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Kq6bk28j3   $     22.30
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl 1m3n591m3   $     22.78
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-5110   Habegger Rcr 2           $    808.50
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-6083   Dairy Queen              $    260.00
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-0134   Psc Distribution, Inc.   $    204.50
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 8a4kf7nn3     $     10.59
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Rx3lh5t03   $     17.98
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 8934z0w83   $    112.99
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon.Com               $    (132.79)
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon.Com               $    (132.79)
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 9v0jd89d3   $    177.25
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-5273   Linder Tire - Iowa Cit   $     53.56
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-6316   Electric Motors Of Ic    $     42.39
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285    $       9.47
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-2934   Racquet Master           $    118.00
5/22/2026   5/21/2026 XXXX-XXXX-XXXX-0021   Awx Concord Theatrical   $   1,366.32
5/22/2026   5/22/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Ws22i75y3   $       4.99
5/22/2026   5/22/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl I20hq57c3   $     44.45
5/25/2026   5/14/2026 XXXX-XXXX-XXXX-6054   Pear Tree Inn St Louis   $    849.44
5/25/2026   5/19/2026 XXXX-XXXX-XXXX-1909   Hy-Vee Aisles Online 4   $    203.95
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-5173   Pizza Hut 004315         $     12.98
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-7128   Menards Iowa City Ia     $       6.71
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Aisles Online 4   $     57.32
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Aisles Online 4   $     69.83
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-5302   Menards Iowa City Ia     $     11.47
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-9410   Decker Equip School Fi   $     70.04
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-1665   Awards Rec               $    234.14
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-5669   Keck Parking             $       6.00
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-5669   Keck Parking             $     10.00
5/25/2026   5/21/2026 XXXX-XXXX-XXXX-6054   Iowrc Hyatt - Online F   $   1,337.50
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-0722   Hy-Vee Iowa City 1288    $   2,000.00
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $     36.80
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-5173   Wingstop 1965            $    101.33
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9828   Tst Brick And Ivy        $     22.47
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-7894   Menards Iowa City Ia     $    194.80
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-0134   Foster Appliance         $    129.95
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Iowa City 1285    $       1.99
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9199   Office Express           $     25.75
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9199   Office Express           $     96.28
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9199   Office Express           $    150.88
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $     25.53
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-6261   Recreation City Servic   $    160.00
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-4656   Grammarly Co H6jsoju     $    152.64
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9584   Earl May 150             $     98.87
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285    $     23.87
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-7670   Hy-Vee Iowa City 1285    $     12.05
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Maverik #5393            $     70.00
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9782   Fareway Meat And Groce   $       0.35
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-9782   Fareway Meat And Groce   $     73.82
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-6938   Sp Royal Gourmet Corp    $    457.20
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-5669   Keck Parking             $     10.00
5/25/2026   5/22/2026 XXXX-XXXX-XXXX-6054   Sonshine Dry Cleaners    $     62.94
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5166   Amoco#1054000dodge Qps   $     22.53
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5166   Maverik #5361            $     45.65
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9828   Culvers Of Altoona       $     12.62
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9828   Holiday Inn Express &    $   4,630.08
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5420   Bp#5987524j&s Expreqps   $     78.89
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Fv3pz9d93     $     10.24
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 2286z7ho3     $     16.69
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Nq24d3xh3   $     62.91
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Se0p23xq3   $    276.96
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Gy61c7o93   $    289.00
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 702cq3d93   $    905.69
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1927          $     62.08
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5203   Caseys #1025             $    102.62
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9219   Kwik Star #1738          $     27.12
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9219   Kwik Star #932           $     42.30
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-9219   Kwik Star #932           $     69.87
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Maverik #5019            $     83.38
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    362.88
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    385.28
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    544.32
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    544.32
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    577.92
5/25/2026   5/23/2026 XXXX-XXXX-XXXX-5669   Hotel Fort Des Moines    $    583.27
5/25/2026   5/24/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033                  $      334.80
5/25/2026   5/24/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033                  $      334.80
5/25/2026   5/25/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ai8dn8lb3              $      140.45
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Bu8e91561                $       25.78
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-9199   Amazon.Com X83k92w33                $       21.09
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Y89c93bq3              $       86.71
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl J90gs3rs3              $      124.32
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-3871   Fareway Meat And Groce              $        2.87
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-3871   Fareway Meat And Groce              $       54.85
5/26/2026   5/25/2026 XXXX-XXXX-XXXX-6054   Dd Doordash Eggrollho               $       80.68
5/26/2026   5/26/2026 XXXX-XXXX-XXXX-5670   Payment - Automatic Pymt Received   $ (183,092.24)
5/26/2026   5/26/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl F84ff80x3              $      206.53
5/27/2026   5/25/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Aisles Online 4              $       24.05
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-5173   Walmart.Com                         $        5.97
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-2309   Gopher Family Brands                $      326.56
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-2093   Wm Supercenter #2827                $       30.98
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-2093   Wm Supercenter #2827                $       40.30
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-3288   Nichols Controls &supp              $      419.71
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-0134   Plumb Supply - Ioc - 0              $      621.94
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-3556   Wm Supercenter #1721                $       46.44
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl A94nh4g53              $       94.68
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-5273   Pyramid Services                    $      260.00
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-5273   Pyramid Services                    $     (275.60)
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4               $     (100.00)
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4               $      485.35
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-9774   Walmart.Com 8009256278              $      108.12
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-3050   Copyworks Coralville                $      116.80
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-1390   Wal-Mart #2827                      $       65.30
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-1375   Wm Supercenter #2827                $       78.89
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285               $        9.25
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-7670   Wal-Mart #1721                      $        3.48
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-9161   Fareway Stores #950                 $       28.80
5/27/2026   5/26/2026 XXXX-XXXX-XXXX-6938   Jimmy Johns - 279 Moto              $      212.12
5/27/2026   5/27/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl 469c24tv3              $       23.99
5/27/2026   5/27/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl J36xk9d33              $       51.85
5/28/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites              $      178.08
5/28/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites              $      178.08
5/28/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites              $      178.08
5/28/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites              $      178.08
5/28/2026   5/22/2026 XXXX-XXXX-XXXX-6061   Fairfield Inn & Suites              $      178.08
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Aisles Online 4              $       80.84
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-1519   Napa Store 3137142                  $      332.55
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-9774   Hy-Vee Aisles Online 4   $    41.23
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-5108   Menards Iowa City Ia     $     3.78
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-5774   Menards Iowa City Ia     $   235.47
5/28/2026   5/26/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $   355.72
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-0722   Rev.Com                  $   443.88
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-5173   Amzn Digital 7e1xp2ah3   $    30.00
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-9828   Dairy Queen #40672       $     9.83
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-9828   Harrys Custom Trophies   $    14.08
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-3288   Johnstone Supply - 614   $   412.72
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-0134   Psc Distribution, Inc.   $   159.32
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-0134   Plumbing Heating Cooli   $   676.00
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Sw12a0qf3     $    28.71
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-7615   Isu Event Registration   $   105.00
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-9199   Amazon.Com 7k9kt8qw3     $    32.99
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-5273   Harbor Freight Tools30   $    87.94
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-1519   Arnold Motor Supply 4    $    98.00
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-1199   Sq Heyns Ice Cream #     $   358.60
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-1390   Hy-Vee Coralville 1080   $    10.48
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-9782   Fareway Meat And Groce   $   127.74
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-5669   Golf Headquarters        $    45.00
5/28/2026   5/27/2026 XXXX-XXXX-XXXX-6054   Hy-Vee Coralville 1080   $   162.87
5/28/2026   5/28/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 7b7299fg3   $    26.58
5/28/2026   5/28/2026 XXXX-XXXX-XXXX-9199   Amazon.Com I36ak38c3     $   154.22
5/28/2026   5/28/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl L12nh5573   $   254.71
5/29/2026   5/27/2026 XXXX-XXXX-XXXX-3697   2 Dogs Pub               $   405.00
5/29/2026   5/27/2026 XXXX-XXXX-XXXX-9199   Odp Bus Sol Llc# 10686   $   290.54
5/29/2026   5/27/2026 XXXX-XXXX-XXXX-3818   Menards Iowa City Ia     $     8.27
5/29/2026   5/27/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1927          $    36.48
5/29/2026   5/27/2026 XXXX-XXXX-XXXX-5669   Waverly Golf Course      $    81.76
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-5173   Culvers                  $    70.43
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Iowa City 1288    $    17.20
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-4815   The Ups Store 6597       $    29.71
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-3288   Electric Motors Of Ic    $    83.20
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-3288   Johnstone Supply - 614   $   157.06
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Z148x5vm3     $     7.99
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-4783   Ups 1z81t2kh0320026212   $    15.81
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-4783   Ups 1z875ty60394731060   $    19.21
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl D98cy00l3   $    37.41
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-5273   Harbor Freight Tools30   $     5.99
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-5273   Harbor Freight Tools30   $    62.95
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-5273   Harbor Freight Tools30   $   (62.95)
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $   355.72
5/29/2026   5/28/2026 XXXX-XXXX-XXXX-6054   Wal-Mart #1721           $      31.04
5/29/2026   5/29/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl A55av2ff3   $     562.04
