Transaction Search - Company
BMO - Mastercard, Statement Period 05/06/2026 to 06/05/2026

Posting Date   Tran Date        Account                        Supplier       Amount USD
5/14/2026   5/11/2026 XXXX-XXXX-XXXX-9199   Hy-Vee Aisles Online 4   $     32.84
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-5420   Twin Pines Golf Course   $       8.24
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-0980   Staples 0626             $     22.78
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-9999   Van Meter Inc - Iowa C   $     16.59
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-1519   Napa Store 3137142       $     29.94
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-7262   Kwik Star #1927          $     35.48
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-4383   High Noon Books Atp      $    360.00
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-7350   Menards Iowa City Ia     $     11.90
5/14/2026   5/12/2026 XXXX-XXXX-XXXX-2589   Jersey Mikes 38033       $    (627.75)
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0722   American 0012342497592   $    554.21
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0722   American 0012342497591   $    554.21
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0722   Rev.Com                  $    563.76
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $     68.22
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-5173   Inclusive Tlc Special    $    125.00
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-2309   Resources For Teachers   $     35.00
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0980   Mailboxes Of Iowa City   $     28.16
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Iowa City 1288    $       6.99
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-5585   Iowa Insurance Divisio   $    104.13
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Bv7on3k70     $     66.79
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-3556   Wm Supercenter #1721     $     15.66
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9547   Alphagraphics N Libert   $    211.70
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9547   Smartsign                $    337.43
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9199   J.W. Pepper              $       8.49
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9199   Amazon Mktplace Pmts     $     (55.99)
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 7l6ia1613   $     62.70
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Hm6180va3   $    233.83
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-9199   Walmart.Com              $    613.92
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-7634   Plumb Supply - Ioc - 0   $     14.27
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0063   Sherwin-Williams703783   $    105.08
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-0891   Hy-Vee Iowa City 1285    $     73.62
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-7670   Wm Supercenter #1721     $       8.72
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-6061   Sp Gamedaysignals        $   3,485.00
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-5320   Wingstop 1965            $    24.03
5/14/2026   5/13/2026 XXXX-XXXX-XXXX-6253   Printing Center Usa      $   776.06
5/14/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Bw50a4163   $      8.69
5/14/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl 6i8la4iw3   $    27.18
5/14/2026   5/14/2026 XXXX-XXXX-XXXX-2096   Guilford Publications    $   864.00
5/15/2026    5/7/2026 XXXX-XXXX-XXXX-9410   Decker Equip School Fi   $   (180.45)
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-0722   United 01621023427715    $   440.53
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-0722   United 01621023427726    $   440.53
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-5173   Burger King #6104 Q07    $      8.68
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-5420   Caseys #3858             $    31.11
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Aisles Online 4   $    51.99
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   Taste Of China           $   227.90
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292641    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292652    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292663    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292711    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292674    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292696    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292700    $   878.95
5/15/2026   5/13/2026 XXXX-XXXX-XXXX-6054   United 01621023292685    $   878.95
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-0722   American 0012342497592   $   (554.21)
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-0722   American 0012342497591   $   (554.21)
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6384   Curric Asso              $   364.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Panda Express 2052       $      7.21
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $    28.92
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Amazon.Com               $    (79.99)
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-5420   Sp Golf Team Products    $   178.25
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-2938   Tst Court Avenue Brewi   $   800.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6083   Etsy.Com Therapybluepr   $      4.45
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6083   Wal-Mart #1721           $    71.64
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6083   Etsy.Com Buzzminimalis   $   576.73
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-0980   Fernandos Mexican Gri    $    17.35
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-0980   Ui Performing Arts       $   175.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-2093   Wm Supercenter #1721     $    94.20
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Bv4wc1wq0   $      9.99
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon.Com At1te5ua3     $    16.94
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Va36d1yk3   $    30.98
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Bv0j99ih0   $    43.15
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Bv8om6wd0     $    64.81
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   The Reading League       $   100.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Hm8s76c63     $   102.31
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl 8a0ma1ie3   $   118.91
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 5g86g3ms3     $    316.96
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Iowa City 1285    $     21.67
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-7615   Harbor Freight Tools30   $     17.98
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-2096   Wm Supercenter #2827     $    266.34
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-2096   Simplify Writing         $   3,307.33
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv8632iz0   $     12.98
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Qk21a89x3   $     31.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 0m2gd2j33   $     31.98
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv8x13io0   $     46.88
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv1gh4yr0   $     88.18
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv81d1910   $    119.85
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv97p4rp0   $    138.00
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv55r3uc3   $    149.94
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 160fv73m3   $    336.77
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Q86ga16j3   $    375.99
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-5273   Pyramid Services         $    275.60
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-3818   Harbor Freight Tools30   $       5.99
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-7634   Electric Motors Of Ic    $     24.07
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-1390   Hy-Vee Coralville 1080   $     36.06
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6253   Sp The Master Teacher    $    173.85
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-2589   Sq Dan & Debbies Cre     $     52.43
5/15/2026   5/14/2026 XXXX-XXXX-XXXX-6054   Tst Saj Grill - Iowa C   $    250.00
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl 6w0qe6y53   $    451.80
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Xg4fa4s93     $    107.59
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf82w4cs0   $     28.99
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bv9o70wo0   $     72.66
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bv84e8wk0     $    112.35
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bk1zp9493   $   1,215.00
5/15/2026   5/15/2026 XXXX-XXXX-XXXX-5372   Amazon Mktpl Rv3it59b3   $    347.94
5/18/2026   5/12/2026 XXXX-XXXX-XXXX-6054   Hy-Vee Aisles Online 4   $     23.94
5/18/2026   5/13/2026 XXXX-XXXX-XXXX-2934   Zio Johnos Iowa City     $    271.01
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-5173   Walmart.Com 8009256278   $     18.08
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-0980   Marriott Des Moines F&   $       3.25
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-0980   Starbucks Store 02680    $     10.84
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-0134   Van Meter Inc - Iowa C   $     57.18
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Aisles Online 4   $     48.15
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-7615   Menards Iowa City Ia     $    219.97
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-3897   Menards Marion Ia        $    447.42
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-1199   The Home Depot #2108     $     35.91
5/18/2026   5/14/2026 XXXX-XXXX-XXXX-3556   Papa Johns #2170         $    281.01
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0722   United 01621023427726    $    (440.53)
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0722   United 01621023427715    $    (440.53)
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-5173   Dollar Tree              $     14.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-5173   Amzn Digital Oy2pf7fb3   $     30.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-5173   Popeyes 12240            $     67.88
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9828   Gamechanger Media, Inc   $    239.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    156.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Staybridge Suites        $    176.41
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2938   Tst Smash Park           $    804.15
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6083   Caseys #3858             $     52.37
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6083   Steak-N-Shake#0365 Q99   $     57.11
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6083   National Scholastic Pr   $    228.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6083   National Scholastic Pr   $    258.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0980   Marriott Des Moines F&   $       3.75
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0134   Plumb Supply - Ioc - 0   $    969.90
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Bf80h5l30     $     23.99
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Bf4m02lc0   $     25.05
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl P02ud9ib3   $    604.05
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2677   Educational Theatre As   $    126.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2677   National Speech Debat    $    489.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-3556   Hy-Vee Iowa City 1285    $     12.25
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl K03j21ac3   $     14.28
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ox22o9ka3   $     16.36
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Yo8ve5xi3   $     22.79
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Xt5n36wu3   $     25.99
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl K10z76ii3   $     31.80
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf6dc2om0   $     32.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf0831lz0   $     38.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf5dp24p0   $     61.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl M46pq3zv3   $    184.24
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Mt82r4x43     $    268.70
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Qr2sc8pg3   $    306.74
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf8wn5460     $    449.95
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Az91n0ga3   $   1,012.78
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-9938   Fumex Llc                $   1,192.57
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-4247   Van Meter Inc - Iowa C   $     37.53
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-1519   Napa Store 3137142       $     23.98
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-4706   Loves #0669 Outside      $     69.75
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-4706   Drury Plaza Chesterfd    $    160.88
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-4706   Drury Plaza Chesterfd    $    160.88
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-4706   Drury Plaza Chesterfd    $    160.88
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-3309   Arbor Day Foundation     $    132.45
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0063   Sherwin-Williams703783   $     81.04
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-0312   Sq The Wedge Pizzeria    $    396.90
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2934   International E-Z Up,    $    280.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-2934   Hibachi Grill Supreme    $   1,379.71
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6061   Jfi Iahssca              $     55.42
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6061   Py Elite Sports          $    295.32
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-5320   The Latin King           $     61.36
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6054   Chilis Florissant #17    $     29.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6054   Gran Rio                 $     30.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6054   Sq Paradise Indian Gr    $    250.00
5/18/2026   5/15/2026 XXXX-XXXX-XXXX-6054   Sp Wayside Publishin     $    336.73
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5166   Hampton Inn Ottumwa      $    144.48
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5166   Hampton Inn Ottumwa      $    155.68
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5166   Hampton Inn Ottumwa      $    166.88
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Bf72y0jr0   $     28.99
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5173   Amazon.Com Se80h5z63     $     43.14
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-0980   Marriott Des Moines F&   $     12.31
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-0980   Panera Bread #203215 K   $     16.03
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-0980   Tst Lua Brewing Compan   $     24.37
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-0980   801 Locust Ramp          $     36.00
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-0980   Marriott Des Moines      $    503.66
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl 1i6lw79i3   $     17.40
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Lw10w3a33   $    111.16
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Bf4p88ar0   $    183.91
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl T13jq7jk3   $       8.88
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ht5x08tb3   $     10.99
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf8ai0n10   $     12.49
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf5pn6nb0   $     13.99
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf6th2zv0   $     16.99
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Vl77t3103   $     20.97
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf67763r0   $     29.70
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf1z83tu0     $     39.18
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 7g4cu51m3   $     52.91
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 7e9ns9yx3   $     56.63
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf4oh9jj0   $     58.79
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf77a1tw0   $     61.98
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Cl1xc0jq3   $     98.56
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-5203   Kwik Star #1927          $     51.89
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-4706   Loves #0669 Outside      $     48.08
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-4706   Jersey Mikes 38030       $     74.54
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-4001   Gopher Family Brands     $    569.12
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-6054   Chick-Fil-A #03497       $     23.24
5/18/2026   5/16/2026 XXXX-XXXX-XXXX-6054   Sq Brick Oven            $     39.76
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-5166   Maverik #5336            $     60.68
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-5173   Amazon.Com 9m5gn35p3     $     21.86
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-5173   Amazon.Com 8e1ti4vj3     $     28.23
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-2938   Soundly Pro Monthly      $     19.99
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-3697   Chipotle Online          $   2,073.57
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Er4tx7zd3   $     82.32
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Bf4fz2x70   $    255.82
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Bf94t1xv0     $    343.74
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl E51w00zc3   $    518.00
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-4783   Atlassian                $    730.80
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Jj3zz7tp3   $     12.73
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf6m35m20   $     46.11
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl W993g46t3   $     60.04
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf9d24v60     $     71.16
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf3vz2gt0     $     90.16
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf4yx1v80   $     92.23
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl N60va4ru3   $     94.99
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Fd25x1xj3   $    105.17
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf7sq1gx0   $    114.62
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf9s94gl0   $    162.83
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Ap8zi1wq3   $    193.61
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 8j11t4m63   $    368.91
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf8n49v70     $    424.73
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf79e4vs0   $   1,574.39
5/18/2026   5/17/2026 XXXX-XXXX-XXXX-4706   Tst Nami Ramen           $    150.19
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Amazon.Com 5h1ce6583     $       5.64
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Amazon Mktpl Bf3dn0bd0   $     71.64
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9167   Amazon.Com Ak83b7703     $    342.47
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 3g9cf6ku3   $       9.29
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf66p6b40   $     18.09
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Po3s79n33   $     39.19
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Zw2704id3   $     69.80
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Rz45r8v53   $     70.45
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 5z25b0jg3   $    109.84
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf4a52hj0   $    109.91
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon.Com Bf44485i0     $    115.32
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf4lk9b80   $    211.69
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf8jp3hj0   $   265.64
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf8h69hs0   $   424.46
5/18/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Bf3d58b80   $   883.18
5/19/2026   5/15/2026 XXXX-XXXX-XXXX-1909   Aero Rental And Party    $    72.23
5/19/2026   5/17/2026 XXXX-XXXX-XXXX-2093   Hy-Vee Aisles Online 4   $   107.66
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-0722   American 0012343811482   $   692.40
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-0722   American 0012343811483   $   692.40
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $     1.66
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $    23.88
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Wal-Mart #2827           $    34.84
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Walmart.Com 8009256278   $    58.48
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5173   Walmart.Com              $   160.52
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5420   Qlt Airport National G   $    15.59
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-5420   Bp#3299700iowa Cityqps   $    24.35
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-6083   Lowes #01688             $    51.86
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-6083   Hy-Vee Iowa City 7042    $    54.00
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-2093   Wm Supercenter #1721     $    29.46
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-2093   Wm Supercenter #1721     $   171.65
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-0134   Paypal Aqua Backfl       $    99.50
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Em75t2di3   $    12.25
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9167   Amazon Mktpl Mx8bo8nt3   $    66.35
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 5s6fs5vv3     $   198.43
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9167   Amazon.Com 3p4uo8lb3     $   561.02
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl V957f1f43   $    12.73
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl Sl3hn0sd3   $    20.33
5/19/2026   5/18/2026 XXXX-XXXX-XXXX-9199   Amazon Mktpl 6s1ro7sz3   $    27.02
